"id","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QScreen1","QScreen2","QBHI0","QBHI1","QBHI2","QBHI3","QBHI4","QFeelings_1","QFeelings_2","QFeelings_3","QFeelings_4","QFeelings_5","QFeelings_6","QFeelings_7","QFeelings_8","QJew1","QJew2","QJew3","QJew4","QJew5","QJew6","QHit1","QHit2","QHit3","QHit4","QVio1","QVio2","QVio3","QDemo1","QDemo2","QDemo3","QDemo6","QDemo7","QDemo8","QDemo9","QDemo10","opp","gc","term","transaction_id","SVID","PS","rid","RISN","V","LS","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","wt","Black","IDed.BHI","BHI.Believer"
313,45120.5435300926,45120.5905208333,"IP Address",100,4059,"True",45120.5905332292,"R_2V7Qx8lad4VeEjl","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Strongly agree","Strongly agree",86,87,87,86,78,73,89,86,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly support","Somewhat support","Strongly support","Somewhat support","Somewhat support","Somewhat support","Somewhat support","No",31,"Male","Catholic","Democrat","Somewhat conservative","Some college","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"1jJQNvXCT56vvdbJreH4Tz",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059,1.74790296943764,"Black",FALSE,FALSE
314,45120.5802430556,45120.591087963,"IP Address",100,936,"True",45120.5911018981,"R_1FxgDZdrgsMBSYg","anonymous","EN","Black or African American","Yes","The Old Testament","Very familiar","Somewhat agree","Somewhat agree","Neither agree nor disagree",100,NA,NA,NA,44,49,48,70,"Strongly disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly support","Somewhat support","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Strongly support","Yes",22,"Female","Other","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"35w6AxEbTVKQrdngKN3rwy",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,936,0.0707802815190949,"Black",TRUE,TRUE
315,45120.5895833333,45120.5914583333,"IP Address",100,161,"True",45120.5914702778,"R_2s0laPKaFqnZipM","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Strongly agree","Strongly agree","Strongly agree",100,10,73,54,9,48,100,100,"Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly support","Strongly support","No",26,"Female","None","Independent","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4x81Ak5f0RlxEk09bWCGlk",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0.286890780626429,"Black",FALSE,TRUE
316,45120.5896759259,45120.5915046296,"IP Address",100,157,"True",45120.5915113194,"R_USGjpxwHE7NeMHn","anonymous","EN","Other","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",48,4,22,100,18,77,62,54,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly oppose","Somewhat support","Somewhat support","Neither support nor oppose","Strongly oppose","Strongly oppose","Somewhat oppose","No",23,"Male","Other","Independent","Moderate","4 year degree","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"64KUtkzD7dnz13VEFLp1rH",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,0.000593232169143627,"Nonblack",FALSE,FALSE
317,45120.5869212963,45120.5916203704,"IP Address",100,406,"True",45120.5916311806,"R_31AfcqQBciptJ5H","anonymous","EN","Asian or Pacific Islander","No","The Old Testament","Not familiar at all","Somewhat disagree","Somewhat agree","Neither agree nor disagree",49,88,30,100,100,90,50,40,"Neither agree nor disagree",NA,"Strongly disagree","Neither agree nor disagree",NA,NA,"Somewhat oppose","Somewhat support","Strongly support","Strongly support","Somewhat support","Strongly oppose","Somewhat oppose","No",49,"Female","Other","Republican","Somewhat liberal","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0p0z5xQ4pFaoRoV161eTjf",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,1.24558069123947,"Nonblack",FALSE,FALSE
318,45120.5895601852,45120.591875,"IP Address",100,200,"True",45120.5918927778,"R_1LYG9krMpMuGyao","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Strongly agree","Strongly agree","Strongly agree",51,31,55,51,67,25,100,100,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","No",21,"Female","Other","Democrat","Very liberal","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1oGdfIFlKv0sskZr7Zqody",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.163738431916461,"Black",FALSE,FALSE
319,45120.5900694444,45120.592025463,"IP Address",100,169,"True",45120.5920346759,"R_1eRzkL2eBAQ3Fkl","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Somewhat disagree","Strongly agree",100,16,40,2,30,48,8,100,"Strongly agree",NA,"Strongly agree",NA,"Somewhat agree",NA,"Neither support nor oppose","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly support","Strongly oppose","Strongly oppose","No",32,"Male","Other","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6baLuDbNt4Q7pgHKzkVL8z",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,1.74790296943764,"Black",FALSE,FALSE
320,45120.585775463,45120.5931481482,"IP Address",100,636,"True",45120.5931613889,"R_4Mf1fxFzK8mjEcN","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat agree","Somewhat agree","Somewhat agree",100,100,100,100,100,100,100,100,NA,NA,"Neither agree nor disagree",NA,NA,"Strongly disagree","Somewhat support","Somewhat support","Somewhat support","Somewhat support","Neither support nor oppose","Neither support nor oppose","Somewhat support","No",44,"Female","Catholic","Something else","Somewhat conservative","Less than high school","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"1fPPwGIf8FwIEJfFwgE7ZP",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,2.82055570988699,"Black",FALSE,TRUE
321,45120.5897222222,45120.5938541667,"IP Address",100,357,"True",45120.593869294,"R_2SvicY4pz38OVNW","anonymous","EN","Other","Yes","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",67,54,100,51,88,66,63,45,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither support nor oppose","Somewhat support","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Somewhat support","No",24,"Male","Catholic","Independent","Moderate","Less than high school","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3hfEgKIQT2cuYaeHPr0qIb",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,3.91423114556691,"Nonblack",FALSE,FALSE
322,45120.5920949074,45120.593900463,"IP Address",100,155,"True",45120.5939127199,"R_CkxfbUhMazr8WFr","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Strongly agree","Somewhat disagree",46,23,32,41,33,39,52,31,"Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly support","Somewhat oppose","Neither support nor oppose","Strongly oppose","Strongly support","Neither support nor oppose","Somewhat support","Yes",22,"Male","Jewish","Something else","Somewhat liberal","Less than high school","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"4F7O5TsnCVjyWSHSI6bRA1",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,3.54834215348717,"Black",FALSE,FALSE
323,45120.5919675926,45120.5946412037,"IP Address",100,230,"True",45120.5946508681,"R_RlYpJvscCvfNJnP","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Somewhat agree","Somewhat agree","Neither agree nor disagree",53,52,41,53,100,19,53,20,"Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly oppose","Neither support nor oppose","Strongly support","Somewhat support","Strongly support","Somewhat oppose","Strongly support","No",23,"Male","Protestant","Republican","Very liberal","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0sFkvCMxydyAKytCQjnr0G",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,0.650727572517809,"Black",FALSE,TRUE
324,45120.5935763889,45120.5967939815,"IP Address",100,278,"True",45120.5968136343,"R_2TSolj5d7aVaJ01","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Strongly agree","Neither agree nor disagree","Somewhat agree",100,2,22,NA,68,NA,59,60,NA,"Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",20,"Female","Other","Democrat","Moderate","Some college","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"0LaE2C2vkb689QuBQ3nRDU",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,0.286890780626429,"Black",FALSE,FALSE
325,45120.5933101852,45120.5973958333,"IP Address",100,353,"True",45120.5974136343,"R_Ac7UtWPbXeEw7Pb","anonymous","EN","Other","Yes","The Old Testament","Not familiar at all","Strongly agree","Strongly agree","Strongly agree",98,100,100,100,96,100,100,100,"Somewhat agree",NA,"Somewhat disagree",NA,"Somewhat agree","Somewhat disagree","Strongly oppose","Strongly oppose","Strongly support","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","No",45,"Female","Catholic","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"56AvqH2SYyeERQeY4NEEIg",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,0.000277313425769943,"Nonblack",FALSE,FALSE
326,45120.5958217593,45120.598125,"IP Address",100,198,"True",45120.5981341319,"R_sZmHsyHJrdyoUnf","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat agree","Somewhat agree","Neither agree nor disagree",100,18,34,30,66,36,43,54,"Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat oppose","Neither support nor oppose","Somewhat support","No",24,"Female","None","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1S4GC1RafMOkWSGYq5uKGE",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0.333827699079684,"Black",FALSE,TRUE
327,45120.5966087963,45120.5985416667,"IP Address",100,167,"True",45120.5985571644,"R_1hGwFLdlRirIUi2","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Somewhat disagree","Somewhat disagree",95,97,79,100,61,56,96,97,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",18,"Female","Catholic","Something else","Very conservative","Less than high school","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1EEH5SXoAzR6O0wAYz8xEv",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,1.23449653631639,"Black",FALSE,FALSE
328,45120.5960416667,45120.5985532407,"IP Address",100,217,"True",45120.598571794,"R_1NsmYxMhg7qrXpn","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",71,33,63,100,38,86,42,100,NA,NA,NA,NA,NA,NA,"Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",27,"Female","None","Something else","Moderate","High school graduate","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"6ita0ITq37FuxtiO0F52HZ",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,0.333827699079684,"Black",FALSE,FALSE
329,45120.5955902778,45120.5990046296,"IP Address",100,295,"True",45120.5990212616,"R_1i4ebEd15WlwGLQ","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly agree","Somewhat agree","Strongly agree",97,91,95,93,98,99,90,100,"Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Somewhat support","Somewhat support","Somewhat support","Strongly support","Yes",75,"Female","Jewish","Democrat","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"08HFm2yvDyJCKB943RvQND",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,3.2694598802101,"Black",TRUE,TRUE
331,45120.588275463,45120.5996064815,"IP Address",100,978,"True",45120.5996150347,"R_umgDcfyLwMiy9nX","anonymous","EN","Asian or Pacific Islander","Yes","The Old Testament","Moderately familiar","Somewhat disagree","Neither agree nor disagree","Somewhat disagree",100,100,100,76,100,100,100,100,"Strongly disagree","Somewhat agree","Somewhat disagree",NA,"Neither agree nor disagree","Strongly disagree","Neither support nor oppose","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Somewhat oppose","No",36,"Female","Other","Something else","Moderate","2 year degree","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"6sJgH3yKqwCDffwXqRDusF",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,0.0963936011332762,"Nonblack",FALSE,FALSE
332,45120.5999537037,45120.6018171296,"IP Address",100,160,"True",45120.601827963,"R_2ANcxHdO0XRMUX9","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Strongly disagree","Neither agree nor disagree","Strongly agree",53,11,NA,NA,NA,NA,NA,NA,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither support nor oppose","Somewhat support","Neither support nor oppose","Neither support nor oppose","Strongly support","Strongly support","Strongly support","No",30,"Female","None","Independent","Moderate","Some college","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"1spIURSYns7KMp5EYFjPCY",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,0.608109384115424,"Black",FALSE,FALSE
333,45120.5972222222,45120.6021759259,"IP Address",100,428,"True",45120.6021870718,"R_bfsdm6twp8RxoU9","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",54,33,35,26,96,17,29,61,NA,"Neither agree nor disagree",NA,NA,NA,NA,"Strongly oppose","Strongly oppose","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Yes",59,"Female","Other","Democrat","Moderate","High school graduate","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"58sFGY8cQiQDVTacGa33V2",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,3.36390215285565,"Black",FALSE,FALSE
334,45120.5995138889,45120.6024884259,"IP Address",100,256,"True",45120.6024981713,"R_ZrbyDq6a7hSNPGh","anonymous","EN","Other","Yes","The Old Testament","Moderately familiar","Somewhat disagree","Neither agree nor disagree","Somewhat agree",100,83,100,83,100,83,78,85,"Somewhat agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","No",23,"Female","None","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0Ij3F99zFyHvkA9YD5vl7w",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,4.95391897093436e-05,"Nonblack",FALSE,FALSE
335,45120.6006365741,45120.6038541667,"IP Address",100,277,"True",45120.6038645602,"R_1IWMaVAfT4NPBlr","anonymous","EN","Black or African American","Yes","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",47,50,51,51,49,51,49,50,NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Somewhat oppose","Somewhat oppose","Somewhat oppose","No",22,"Female","Catholic","Democrat","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2wFakkI7JiRNeEk8yLRPSH",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,0.0707802815190949,"Black",FALSE,FALSE
336,45120.5998032407,45120.6039351852,"IP Address",100,356,"True",45120.6039428241,"R_XBzJJPHzyTp5AuB","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Strongly agree","Strongly agree","Somewhat agree",100,50,100,100,100,50,100,100,NA,NA,"Strongly agree","Strongly agree","Neither agree nor disagree",NA,"Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",20,"Female","Other","Republican","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0TSb6sEDemYgYXnUE0LB6n",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,0.286890780626429,"Black",FALSE,FALSE
337,45120.6013888889,45120.6040046296,"IP Address",100,225,"True",45120.6040164468,"R_1DFFUO7vB8lkSdI","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Strongly agree","Neither agree nor disagree",50,29,50,50,30,50,50,49,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree",NA,NA,"Strongly oppose","Strongly oppose","Somewhat support","Somewhat support","Neither support nor oppose","Neither support nor oppose","Strongly support","No",43,"Female","None","Independent","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6rQPTJ8qq2Mlk4BHWPoJCD",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0.6554829483964,"Black",FALSE,FALSE
338,45120.6030092593,45120.6047569444,"IP Address",100,151,"True",45120.6047692593,"R_2qeYN1jruKP7mNR","anonymous","EN","White","No","The Old Testament","Not familiar at all","Strongly agree","Strongly agree","Strongly agree",100,100,100,100,100,100,100,100,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","No",22,"Female","Protestant","Republican","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2guaXHlKEvtJ0N8DW8p41D",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2.19599563702202,"Nonblack",FALSE,FALSE
339,45120.5959027778,45120.605,"IP Address",100,786,"True",45120.6050126505,"R_cHKN1uENWA6Fc77","anonymous","EN","Other","Yes","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Somewhat agree",98,75,98,90,85,94,95,95,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither support nor oppose","Neither support nor oppose","Somewhat support","Somewhat support","Somewhat support","Neither support nor oppose","Somewhat support","No",18,"Female","Catholic","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0crGdWDdYV0xTY8DnVAQzV",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,0.000194818880818548,"Nonblack",FALSE,FALSE
340,45120.5987037037,45120.6050578704,"IP Address",100,548,"True",45120.605068912,"R_2SkUCCw8kjcH0nO","anonymous","EN","Other","Yes","The Old Testament","Slightly familiar","Somewhat agree","Strongly disagree","Neither agree nor disagree",100,75,100,48,50,73,58,66,NA,NA,"Neither agree nor disagree","Strongly disagree",NA,"Strongly disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",41,"Female","None","Something else","Very liberal","Some college","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"0Gkf9PnP7jNetNmwpMIOy2",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,7.05161755906014e-05,"Nonblack",FALSE,FALSE
341,45120.6027546296,45120.605625,"IP Address",100,247,"True",45120.6056315509,"R_6QpEEHdGWHoDyY9","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Somewhat agree","Somewhat agree","Somewhat agree",79,82,54,61,71,66,73,80,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",NA,NA,"Strongly disagree","Somewhat support","Somewhat support","Strongly oppose","Somewhat oppose","Somewhat support","Somewhat oppose","Somewhat support","No",37,"Male","Other","Independent","Moderate","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2Gmy8jRHkwwhmXQtEpvhH3",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,1.37931774066314,"Black",FALSE,TRUE
342,45120.6021643519,45120.6060185185,"IP Address",100,333,"True",45120.6060351736,"R_3lzU2jG9vCrdPOs","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Neither agree nor disagree","Neither agree nor disagree",100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,"Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",23,"Female","Other","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"7ywpK54lc4vAGkX59Gpku4",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0.333827699079684,"Black",FALSE,FALSE
343,45120.6027083333,45120.606412037,"IP Address",100,320,"True",45120.606422419,"R_1Ihid2LvVfcd8qM","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",84,70,60,50,70,50,50,50,"Neither agree nor disagree","Neither agree nor disagree",NA,NA,NA,"Strongly disagree","Strongly oppose","Somewhat oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Neither support nor oppose","No",20,"Male","None","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1lUtxaGUkIVeQmnWtmNaOu",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0.9595287324018,"Black",FALSE,FALSE
344,45120.5888425926,45120.6064467593,"IP Address",100,1520,"True",45120.6064593171,"R_3LYW4chcE3WkvlC","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Strongly agree","Neither agree nor disagree","Somewhat agree",86,70,74,82,78,81,81,78,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly disagree","Strongly oppose","Somewhat oppose","Somewhat support","Somewhat support","Somewhat oppose","Somewhat support","Somewhat support","No",71,"Male","None","Democrat","Moderate","2 year degree","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"4ZEHMaDNojivsgxPWEidx4",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520,4.99993643743834,"Black",FALSE,TRUE
345,45120.5965162037,45120.6068402778,"IP Address",100,892,"True",45120.6068570486,"R_3iyDOGVYknEzvVa","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Somewhat agree","Somewhat agree",100,6,44,19,35,50,49,100,NA,"Neither agree nor disagree",NA,NA,"Somewhat agree",NA,"Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Somewhat oppose","Neither support nor oppose","Yes",22,"Female","Other","Democrat","Somewhat liberal","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2433cVfNcEqgGf4wnFXIT4",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,0.237972870029306,"Black",FALSE,FALSE
346,45120.603587963,45120.6069907407,"IP Address",100,294,"True",45120.6070048843,"R_3qwjpZAiLUJwSUe","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,80,80,80,40,80,79,80,NA,NA,"Neither agree nor disagree","Strongly disagree",NA,"Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Somewhat support","No",23,"Female","None","Something else","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5X59MQWYWG2EJJABqxu3lb",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,0.333827699079684,"Black",FALSE,FALSE
347,45120.6035069444,45120.607349537,"IP Address",100,332,"True",45120.6073636458,"R_3KJTFzjRboJZynT","anonymous","EN","American Indian or Alaska Native","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Strongly disagree","Somewhat agree",40,45,35,36,49,43,37,48,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither support nor oppose","Somewhat oppose","Somewhat oppose","Somewhat support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",72,"Female","None","Republican","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6ygcQUlMqH7Q7NBwYKVyyK",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,0.792275966672393,"Nonblack",FALSE,FALSE
348,45120.6055787037,45120.6082060185,"IP Address",100,226,"True",45120.6082115856,"R_2s1lDKuNAxjxIcf","anonymous","EN","American Indian or Alaska Native","No","The Old Testament","Moderately familiar","Somewhat agree","Neither agree nor disagree","Somewhat agree",98,100,97,100,96,100,82,89,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",54,"Female","Protestant","Independent","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"22QSjlySNzNfexCewwNv4I",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,8.53427113465925e-05,"Nonblack",FALSE,TRUE
349,45120.6052199074,45120.6085416667,"IP Address",100,286,"True",45120.6085509491,"R_3JKtfzssZmz89Nw","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",100,100,100,100,100,100,100,100,"Neither agree nor disagree",NA,NA,NA,"Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",19,"Female","Other","Something else","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3fpAomLkueJWEDkE3mVn8w",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0.286890780626429,"Black",FALSE,FALSE
