"id","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QScreen1","QScreen2","QBHI0","QBHI1","QBHI2","QBHI3","QBHI4","QFeelings_1","QFeelings_2","QFeelings_3","QFeelings_4","QFeelings_5","QFeelings_6","QFeelings_7","QFeelings_8","QJew1","QJew2","QJew3","QJew4","QJew5","QJew6","QHit1","QHit2","QHit3","QHit4","QVio1","QVio2","QVio3","QDemo1","QDemo2","QDemo3","QDemo6","QDemo7","QDemo8","QDemo9","QDemo10","opp","gc","term","transaction_id","SVID","PS","rid","RISN","V","LS","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","wt"
173,"45120.522615740738","45120.52753472222","IP Address","100","424","True","45120.527548379629","R_28YD1KbL0Ywxv6l","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly agree","Strongly agree","Somewhat agree","100","59","75","72","100","100","50","100","Somewhat agree","Strongly disagree","Neither agree nor disagree",NA,"Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly support","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No","69","Male","Protestant","Democrat","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"1D6AkKk7BqKYPaync55rMW","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"424",4.99845238626781
174,"45120.526087962964","45120.528506944444","IP Address","100","209","True","45120.528517986109","R_2uX1rxVDne17jJx","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Strongly disagree","Somewhat disagree","Somewhat agree","52","41","56","43","34","62","51","49","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",NA,"Strongly disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Somewhat support","Somewhat oppose","Strongly oppose","Somewhat oppose","No","35","Male","Protestant","Independent","Somewhat conservative","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"2nZm1MVTooWZ2TreTQKGxV","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"209",2.0338695625834986
175,"45120.524606481478","45120.528541666667","IP Address","100","339","True","45120.528554062497","R_2ZKR72J8riSVEh6","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","61","49","73","59","31","50","49","50","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither support nor oppose","Somewhat oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","No","21","Female","Other","Republican","Somewhat conservative","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"7d9TcncPjkx0cgTrj8BhBn","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"339",0.3338276990796842
176,"45120.526990740742","45120.52884259259","IP Address","100","160","True","45120.528858379628","R_tVTmFXLGTxJBQXv","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","43","45","51","49","45","47","45","41","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Yes","24","Female","None","Democrat","Moderate","Some college","Once a day","Qual29638-0130-BlackandNonBlack","1",NA,"2czWixCIfsEv9276xD8GD7","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",0.2868907806264292
177,"45120.526331018518","45120.529178240744","IP Address","100","246","True","45120.529197407406","R_2v7f3xVjdWK1HxJ","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","100",NA,NA,"50",NA,"50",NA,NA,"Neither agree nor disagree",NA,"Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly oppose","Somewhat oppose","Neither support nor oppose","Strongly support","Somewhat support","Strongly support","Somewhat support","No","21","Female","None","Independent","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"7oXDBCkzRxTDrN9O81ICUe","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"246",0.3338276990796842
178,"45120.527511574073","45120.529560185183","IP Address","100","176","True","45120.529567291669","R_0VC3U9OCkVrbhBf","anonymous","EN","Black or African American","Yes","The Old Testament","Not familiar at all","Somewhat agree","Somewhat agree","Neither agree nor disagree","100","58","100","83","100","47","37","48","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Strongly oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","31","Female","Catholic","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"3efYMnOG8RbQpMYfJUhM0y","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",0.15002975455715317
179,"45120.514131944445","45120.529791666668","IP Address","100","1352","True","45120.529799039352","R_291ifyNxl60mVF5","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","97",NA,NA,NA,"100",NA,"25","100","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No","25","Female","Catholic","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"2fli3s0L58asO0Y5v7V78m","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1352",0.3338276990796842
180,"45120.524594907409","45120.529872685183","IP Address","100","455","True","45120.529880879629","R_1r8jOmnNxZd0kZW","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Strongly agree","96","63","100","100","95","98","100","99","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No","39","Female","Other","Democrat","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"17AxIol7veyLhHX6laWSzN","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"455",0.7627235841156904
181,"45120.527118055557","45120.529918981483","IP Address","100","242","True","45120.529933356484","R_28ZMIDcRmqWVESt","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","51","39","9","59","38","64","50","52","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat oppose","Somewhat oppose","Somewhat support","No","39","Male","Protestant","Independent","Moderate","Some college","Rarely","Qual29638-0130-BlackandNonBlack","1",NA,"5ga9XJwwXC9fBa0Yq12Q9q","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"242",1.884069908877339
182,"45120.524293981478","45120.530335648145","IP Address","100","521","True","45120.53034297454","R_3esGaWro4QFFV4n","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Strongly disagree","Strongly disagree","Somewhat agree","49","49","50","49","50","50","49","51",NA,NA,NA,NA,"Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","No","50","Male","Other","Something else","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"57ydWIGn49iApoEhQXkzwb","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"521",4.703975287165367
183,"45120.527881944443","45120.530740740738","IP Address","100","247","True","45120.53074775463","R_2WSk4eONIE0ngTU","anonymous","EN","Other","Yes","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","100","54","100","100","100","54","54","100","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly support","Neither support nor oppose","Strongly oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Yes","19","Male","Other","Republican","Very liberal","High school graduate","Once a day","Qual29638-0130-BlackandNonBlack","1",NA,"5tXkr4E14tOa4J5hTtl8Wv","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"247",8.018221557352871e-4
184,"45120.527986111112","45120.530949074076","IP Address","100","255","True","45120.530959374999","R_3nxhjPQPi2cL5qh","anonymous","EN","Other","Yes","The Old Testament","Slightly familiar","Somewhat agree","Somewhat disagree","Somewhat agree","16","21","9","13","15","11","0","12","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither support nor oppose","Somewhat oppose","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly support","No","32","Male","None","Republican","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"5Im8dpCL8AFYgjoOpLWDZy","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"255",9.895916459642727e-4
185,"45120.527407407404","45120.531388888892","IP Address","100","343","True","45120.531396921295","R_2chC0jolPqu14Bv","anonymous","EN","White","Yes","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Somewhat disagree","50","21","70","10","10","38","82","89","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat oppose","Somewhat support","Strongly support","Strongly support","Strongly oppose","Somewhat oppose","Somewhat oppose","No","37","Female","Other","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"0SeCmKuMUiyTXwAgd1UT4g","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"343",1.3846016439544904
186,"45120.529386574075","45120.531400462962","IP Address","100","173","True","45120.531407488423","R_yJaJXY1JLe8bRgB","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","100","100","100","100","100","0","100","100","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","22","Female","Other","Independent","Moderate","Doctorate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"2FEYq0NY8qXgtUmIiEzVyl","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"173",0.10210280536550129
187,"45120.529652777775","45120.531504629631","IP Address","100","160","True","45120.531518206022","R_31i8mh1og17TdhI","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","100","9","56","61","61","100","100","38","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Somewhat support","Neither support nor oppose","Somewhat support","No","23","Female","None","Something else","Somewhat liberal","Masters/Professional degree","Several times a week","Qual29638-0130-BlackandNonBlack","1",NA,"3bV1CVBhmxTF82K4UB7YE4","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",0.22639331259792198
188,"45120.52584490741","45120.531828703701","IP Address","100","516","True","45120.531842685188","R_2y48fGRrLY0a9Pw","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Strongly agree","Somewhat disagree","21","71","64","34","43","7","38","11",NA,"Neither agree nor disagree",NA,"Strongly agree","Strongly disagree","Strongly disagree","Neither support nor oppose","Somewhat oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Strongly oppose","No","34","Male","None","Independent","Somewhat conservative","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"1NPsF8h2N1e64PADN3W9tW","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"516",1.7479029694376353
189,"45120.526585648149","45120.532511574071","IP Address","100","511","True","45120.532517245367","R_3kHDad9HEZEJZoV","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Strongly agree","Somewhat agree","100","79","75","85","80","89","79","76","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither support nor oppose","Strongly oppose","Strongly oppose","Somewhat oppose","Somewhat support","Strongly oppose","Strongly oppose","No","29","Male","None","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"0cn71hQAulXnSlKcn1xWsP","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"511",2.0338695625834986
190,"45120.528541666667","45120.533460648148","IP Address","100","425","True","45120.533476909724","R_3gSkytT3f4WFNwE","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","98","100","100","100","100","100","100","99","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Neither support nor oppose","Neither support nor oppose","Somewhat support","Neither support nor oppose","Neither support nor oppose","Strongly oppose","Somewhat support","No","29","Male","Other","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"6JqIfzREsv6Bh0kmsDDJtD","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"425",1.7479029694376353
191,"45120.528483796297","45120.533993055556","IP Address","100","476","True","45120.534008206021","R_2347uMvq6RgmoJA","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","100","50","49","40","57","50","70","10",NA,NA,NA,NA,NA,NA,"Neither support nor oppose","Somewhat oppose","Strongly oppose","Somewhat oppose","Somewhat support","Somewhat oppose","Strongly support","No","32","Male","Other","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"4SEP57zkzegngmoVVXIG9L","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"476",2.0338695625834986
192,"45120.525856481479","45120.534108796295","IP Address","100","712","True","45120.534115868053","R_qz0tYBLjqh2ziud","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Somewhat agree","60","41","94","56","100","100","70","38","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat support","Somewhat oppose","Strongly oppose","Somewhat support","Strongly support","Somewhat support","Strongly support","Yes","32","Female","Catholic","Democrat","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"0SnxCfZDVhibgmtRR7iyNg","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"712",0.5044203062702751
193,"45120.523020833331","45120.534780092596","IP Address","100","1015","True","45120.534792025464","R_3Htr0IIcamzSOGZ","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Somewhat agree","64","59","72","88","99","71","71","100","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly support","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","36","Female","None","Independent","Somewhat conservative","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"3ScQmwa7xbPMjg2fGOg4wd","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1015",0.7075994427034409
194,"45120.531666666669","45120.535266203704","IP Address","100","310","True","45120.535274930553","R_1GyuHLICLw0Fvi8","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Somewhat agree","100","100","85","70","100","100","100","100",NA,NA,"Neither agree nor disagree","Neither agree nor disagree",NA,"Strongly disagree","Neither support nor oppose","Somewhat support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Somewhat support","Neither support nor oppose","No","20","Female","Other","Independent","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"1BmvW1HNCntS0bsAXxoL5l","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",0.2868907806264292
195,"45120.533402777779","45120.535324074073","IP Address","100","166","True","45120.535337789355","R_1lbH3hF2XoA5Pn1","anonymous","EN","American Indian or Alaska Native","No","The Old Testament","Extremely familiar","Strongly disagree","Strongly disagree","Somewhat agree","80","80","80","80","71","80","80","79","Strongly agree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Somewhat support","Somewhat oppose","Somewhat support","No","35","Female","Other","Democrat","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"44KgRUltsH5hY8wQ9vqosN","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"166",1.3488466503276552e-5
196,"45120.532638888886","45120.535520833335","IP Address","100","249","True","45120.53553184028","R_1g75PGIqlWaaEmJ","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","100",NA,"43","23","100","82","57","93","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Strongly support","No","36","Female","Other","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"6aAeSOgQOQ7mODS6c5CdXp","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"249",0.7075994427034409
197,"45120.530358796299","45120.536122685182","IP Address","100","498","True","45120.536140671298","R_2E4e0XAU98vga70","anonymous","EN","Other","Yes","The Old Testament","Slightly familiar","Somewhat disagree","Neither agree nor disagree","Somewhat agree","79","77","85","82","60","61","52","53","Somewhat disagree",NA,"Somewhat disagree",NA,NA,"Somewhat disagree","Somewhat oppose","Neither support nor oppose","Somewhat support","Somewhat support","Somewhat oppose","Somewhat oppose","Neither support nor oppose","No","43","Female","Catholic","Something else","Moderate","2 year degree","Once a day","Qual29638-0130-BlackandNonBlack","1",NA,"1dbKZWhDMw6R0dxOLjlUdc","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"498",6.837521051595796e-5
199,"45120.536157407405","45120.538298611114","IP Address","100","184","True","45120.538309930555","R_0omA7f5pc9IaxSp","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","50","50","41","49","50","7","51","13","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Somewhat support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","19","Female","None","Independent","Moderate","Less than high school","Several times a week","Qual29638-0130-BlackandNonBlack","1",NA,"32FPEc4PVrfIZYc1sOu9st","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"184",1.2344965363163853
200,"45120.537164351852","45120.539305555554","IP Address","100","185","True","45120.539321898148","R_3nTvKuPeVWJcOrX","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly disagree","Neither agree nor disagree","Somewhat agree","100","18","100","100","100","100","100","4",NA,"Strongly disagree","Strongly disagree",NA,NA,"Strongly disagree","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly support","Somewhat oppose","Somewhat oppose","Somewhat oppose","No","24","Female","Protestant","Democrat","Somewhat liberal","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"6RnYoDenfP4B4R0PGSTpNt","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"185",0.2379728700293064
201,"45120.534872685188","45120.53943287037","IP Address","100","393","True","45120.539443831018","R_2trisUidV2nhrHi","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly disagree","Strongly disagree","Strongly disagree","94","88","90","89","91","33","37","88",NA,NA,"Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Strongly support","No","48","Female","Other","Democrat","Somewhat conservative","High school graduate","Several times a week","Qual29638-0130-BlackandNonBlack","1",NA,"2xTamLvPt35rLRifEEhXcq","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"393",1.6365505207034714
202,"45120.535891203705","45120.539479166669","IP Address","100","309","True","45120.539488425929","R_2OIk8PAiYP0lYzM","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Strongly agree","Somewhat agree","100","41","86",NA,NA,NA,"45","100","Strongly disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree",NA,"Strongly oppose","Somewhat oppose","Neither support nor oppose","Strongly oppose","Strongly support","Strongly oppose","Neither support nor oppose","No","20","Female","None","Democrat","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"4WGQfEdcCNc6gsotg8O2VR","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"309",0.3338276990796842
203,"45120.537210648145","45120.53974537037","IP Address","100","218","True","45120.539751666664","R_25uyInXCIY6A4or","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Neither agree nor disagree","81","51","57","61","45","61","76","57","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Neither support nor oppose","Strongly support","Strongly support","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","31","Female","None","Independent","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"4IZONcvM69nmZTCpS044Fl","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"218",0.6081093841154244
204,"45120.537465277775","45120.54005787037","IP Address","100","224","True","45120.540074456017","R_2ZNsjqBjNwzVf4l","anonymous","EN","Other","Yes","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","31","49","50","49","49","44","30","30",NA,NA,NA,NA,NA,NA,"Strongly oppose","Strongly oppose","Neither support nor oppose","Neither support nor oppose","Somewhat oppose","Somewhat oppose","Somewhat oppose","No","52","Female","Other","Independent","Moderate","4 year degree","Once a day","Qual29638-0130-BlackandNonBlack","1",NA,"1PSNv44HfhR89rU2DdpWWk","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",3.8683942161258175e-4
205,"45120.535844907405","45120.54074074074","IP Address","100","423","True","45120.540755162037","R_C3pAbtedZ6iRrnb","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","51","50","100","100","100","100","100","100","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly oppose","Strongly support","Neither support nor oppose","Strongly support","No","49","Female","Other","Independent","Somewhat liberal","Some college","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"1UXXmulv5edtgh71zhWLLN","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"423",1.406447870304303
206,"45120.536458333336","45120.541041666664","IP Address","100","396","True","45120.54105792824","R_bg5yYqbAex83LoJ","anonymous","EN","American Indian or Alaska Native","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","55","100","100","100","100","100","0","100","Somewhat disagree","Somewhat disagree","Somewhat disagree",NA,"Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat oppose","Neither support nor oppose","Neither support nor oppose","No","63","Female","Catholic","Democrat","Moderate","4 year degree","Never","Qual29638-0130-BlackandNonBlack","1",NA,"3Dz4emC6wLtXz3ATpLOvU4","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"396",1.2246272706910053e-4
207,"45120.536122685182","45120.541770833333","IP Address","100","488","True","45120.541786145834","R_1ODjYGEjH92cTJ9","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Strongly agree","72","73","62","91","90","59","82","53","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat oppose","Somewhat oppose","Neither support nor oppose","Strongly oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No","50","Female","Catholic","Democrat","Moderate","Some college","Several times a week","Qual29638-0130-BlackandNonBlack","1",NA,"0n0FsFUP4PmIBtMyqRLJKC","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"488",1.406447870304303
208,"45120.537604166668","45120.542453703703","IP Address","100","418","True","45120.542466076389","R_6JtSeAuR4xq1qFP","anonymous","EN","Other","No","The Old Testament","Moderately familiar","Strongly disagree","Strongly disagree","Somewhat disagree","9","100","14","42","78","64","6","11","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly support","Neither support nor oppose","Strongly support","Strongly support","Strongly support","Strongly support","Strongly oppose","No","47","Male","Catholic","Something else","Moderate","Masters/Professional degree","Never","Qual29638-0130-BlackandNonBlack","1",NA,"2wWHysUNhMrX45pTjNdBKW","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"418",8.542985645931479e-4
209,"45120.540613425925","45120.542638888888","IP Address","100","174","True","45120.542645833331","R_3R9MaFe5l66sXdF","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Strongly agree","Somewhat agree","75",NA,"38",NA,"88","31","83","41","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat oppose","Strongly oppose","Strongly oppose","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly oppose","Yes","40","Female","Muslim","Something else","Very liberal","4 year degree","Once a day","Qual29638-0130-BlackandNonBlack","1",NA,"0t8urSXma0qPSjeLMplBjD","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"174",0.5437161770920752
210,"45120.539629629631","45120.542662037034","IP Address","100","262","True","45120.542677453705","R_Oe3ZQKvnFhVZxUB","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly disagree","Strongly disagree","Strongly agree","99","81","80","70","100","85","72","72","Strongly agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly oppose","Somewhat support","Strongly oppose","Strongly oppose","Strongly support","No","37","Female","Protestant","Democrat","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack","1",NA,"1EHeZFCzXpulEfIvwARQSE","17223416","761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"262",0.7075994427034409
